Time,Tair_mean,Tfuel_mean,rhoAir_mean,rhoFuel_mean,nuAir_mean,nuFuel_mean,kAir_mean,kFuel_mean,Nern_max,ibar,Energy_t_mean,mean_curr,V
416,1090.806,1092.962,0.3208396,0.03610264,0.000142019,0.000834113,0.07531398,0.3185066,1.061122,4999.99,1092.411,5213.134,0.8789473
417,1090.806,1092.962,0.3208395,0.03610263,0.000142019,0.000834113,0.07531399,0.3185067,1.061121,4999.99,1092.411,5213.134,0.8789472
418,1090.806,1092.962,0.3208396,0.03610263,0.000142019,0.000834113,0.07531398,0.3185067,1.061122,4999.991,1092.411,5213.134,0.8789471
419,1090.806,1092.962,0.3208395,0.03610262,0.000142019,0.000834113,0.07531398,0.3185067,1.061121,4999.991,1092.411,5213.134,0.878947
420,1090.806,1092.962,0.3208396,0.03610261,0.000142019,0.000834113,0.07531397,0.3185068,1.061122,4999.991,1092.411,5213.134,0.8789469
421,1090.806,1092.962,0.3208395,0.03610261,0.000142019,0.000834113,0.07531398,0.3185068,1.061121,4999.991,1092.411,5213.135,0.8789468
422,1090.806,1092.962,0.3208396,0.0361026,0.000142019,0.000834113,0.07531398,0.3185068,1.061121,4999.992,1092.411,5213.135,0.8789467
423,1090.806,1092.962,0.3208395,0.03610259,0.000142019,0.000834113,0.07531398,0.3185069,1.061121,4999.992,1092.411,5213.136,0.8789467
424,1090.806,1092.962,0.3208395,0.03610259,0.000142019,0.000834113,0.07531398,0.3185069,1.061122,4999.993,1092.411,5213.137,0.8789466
425,1090.806,1092.962,0.3208395,0.03610258,0.000142019,0.000834113,0.07531398,0.3185069,1.061121,4999.993,1092.411,5213.137,0.8789465
426,1090.806,1092.962,0.3208396,0.03610258,0.000142019,0.000834113,0.07531398,0.3185069,1.061122,4999.994,1092.411,5213.138,0.8789465
427,1090.806,1092.962,0.3208395,0.03610257,0.000142019,0.000834113,0.07531398,0.318507,1.061121,4999.993,1092.411,5213.137,0.8789464
428,1090.806,1092.961,0.3208395,0.03610257,0.000142019,0.000834113,0.07531398,0.318507,1.061122,4999.994,1092.411,5213.138,0.8789463
429,1090.806,1092.961,0.3208395,0.03610256,0.000142019,0.000834113,0.07531398,0.318507,1.061122,4999.994,1092.411,5213.138,0.8789463
430,1090.806,1092.961,0.3208395,0.03610255,0.000142019,0.000834113,0.07531398,0.318507,1.061121,4999.994,1092.411,5213.138,0.8789462
431,1090.806,1092.961,0.3208395,0.03610255,0.000142019,0.000834113,0.07531398,0.3185071,1.061121,4999.993,1092.411,5213.137,0.8789461
432,1090.806,1092.961,0.3208396,0.03610254,0.000142019,0.000834113,0.07531398,0.3185071,1.061121,4999.993,1092.411,5213.138,0.8789461
433,1090.806,1092.961,0.3208395,0.03610253,0.000142019,0.000834113,0.07531398,0.3185072,1.061121,4999.992,1092.411,5213.137,0.878946
434,1090.806,1092.961,0.3208396,0.03610253,0.000142019,0.000834113,0.07531397,0.3185072,1.061121,4999.992,1092.411,5213.137,0.8789459
435,1090.806,1092.961,0.3208396,0.03610252,0.000142019,0.000834114,0.07531397,0.3185072,1.061121,4999.993,1092.411,5213.137,0.8789459
436,1090.806,1092.961,0.3208396,0.03610252,0.000142019,0.000834113,0.07531397,0.3185072,1.061121,4999.993,1092.411,5213.138,0.8789458
437,1090.806,1092.961,0.3208395,0.03610251,0.000142019,0.000834114,0.07531398,0.3185073,1.061121,4999.993,1092.411,5213.138,0.8789457
438,1090.806,1092.961,0.3208395,0.0361025,0.000142019,0.000834114,0.07531398,0.3185073,1.061121,4999.994,1092.411,5213.139,0.8789456
439,1090.806,1092.961,0.3208395,0.0361025,0.000142019,0.000834114,0.07531398,0.3185073,1.061121,4999.993,1092.411,5213.138,0.8789456
440,1090.806,1092.961,0.3208396,0.0361025,0.000142019,0.000834114,0.07531397,0.3185073,1.061121,4999.993,1092.411,5213.138,0.8789455
441,1090.806,1092.961,0.3208395,0.03610249,0.000142019,0.000834114,0.07531398,0.3185074,1.061121,4999.993,1092.411,5213.138,0.8789454
442,1090.806,1092.961,0.3208396,0.03610248,0.000142019,0.000834114,0.07531397,0.3185074,1.061121,4999.993,1092.411,5213.138,0.8789454
443,1090.806,1092.961,0.3208395,0.03610247,0.000142019,0.000834114,0.07531398,0.3185074,1.061121,4999.992,1092.411,5213.137,0.8789453
444,1090.806,1092.961,0.3208396,0.03610247,0.000142019,0.000834114,0.07531397,0.3185075,1.061121,4999.991,1092.411,5213.137,0.8789452
445,1090.806,1092.961,0.3208396,0.03610246,0.000142019,0.000834114,0.07531397,0.3185075,1.061121,4999.991,1092.411,5213.136,0.8789451
446,1090.805,1092.961,0.3208396,0.03610246,0.000142019,0.000834114,0.07531396,0.3185075,1.061121,4999.991,1092.411,5213.136,0.878945
447,1090.806,1092.961,0.3208395,0.03610245,0.000142019,0.000834114,0.07531398,0.3185076,1.061121,4999.991,1092.411,5213.137,0.8789449
448,1090.806,1092.961,0.3208396,0.03610245,0.000142019,0.000834114,0.07531397,0.3185076,1.061121,4999.992,1092.411,5213.137,0.8789448
449,1090.806,1092.961,0.3208396,0.03610244,0.000142019,0.000834114,0.07531397,0.3185076,1.061121,4999.992,1092.411,5213.137,0.8789448
450,1090.805,1092.961,0.3208396,0.03610244,0.000142019,0.000834114,0.07531396,0.3185076,1.061121,4999.992,1092.411,5213.137,0.8789447
451,1090.806,1092.961,0.3208396,0.03610243,0.000142019,0.000834114,0.07531397,0.3185077,1.061121,4999.992,1092.411,5213.137,0.8789446
452,1090.805,1092.961,0.3208396,0.03610242,0.000142019,0.000834114,0.07531396,0.3185077,1.061121,4999.992,1092.411,5213.137,0.8789445
453,1090.806,1092.961,0.3208396,0.03610242,0.000142019,0.000834114,0.07531397,0.3185077,1.061121,4999.991,1092.411,5213.137,0.8789444
454,1090.805,1092.961,0.3208396,0.03610241,0.000142019,0.000834114,0.07531396,0.3185077,1.061121,4999.992,1092.411,5213.137,0.8789443
455,1090.806,1092.961,0.3208396,0.03610241,0.000142019,0.000834114,0.07531397,0.3185078,1.06112,4999.991,1092.41,5213.137,0.8789443
456,1090.805,1092.961,0.3208396,0.0361024,0.000142019,0.000834114,0.07531396,0.3185078,1.061121,4999.991,1092.411,5213.137,0.8789442
457,1090.806,1092.961,0.3208396,0.0361024,0.000142019,0.000834114,0.07531398,0.3185078,1.06112,4999.992,1092.41,5213.137,0.8789441
458,1090.806,1092.961,0.3208396,0.03610239,0.000142019,0.000834114,0.07531397,0.3185079,1.061121,4999.992,1092.411,5213.138,0.878944
459,1090.806,1092.961,0.3208396,0.03610238,0.000142019,0.000834115,0.07531398,0.3185079,1.06112,4999.993,1092.41,5213.138,0.8789439
460,1090.805,1092.961,0.3208396,0.03610239,0.000142019,0.000834114,0.07531396,0.3185079,1.061121,4999.994,1092.411,5213.139,0.8789439
461,1090.806,1092.961,0.3208395,0.03610237,0.000142019,0.000834115,0.07531398,0.3185079,1.061121,4999.994,1092.41,5213.14,0.8789438
462,1090.806,1092.961,0.3208396,0.03610237,0.000142019,0.000834115,0.07531397,0.318508,1.061121,4999.995,1092.411,5213.14,0.8789438
463,1090.806,1092.961,0.3208395,0.03610237,0.000142019,0.000834115,0.07531398,0.3185079,1.061121,4999.995,1092.41,5213.141,0.8789437
464,1090.805,1092.961,0.3208396,0.03610237,0.000142019,0.000834115,0.07531396,0.318508,1.061121,4999.995,1092.411,5213.141,0.8789437
465,1090.806,1092.961,0.3208396,0.03610236,0.000142019,0.000834115,0.07531397,0.318508,1.06112,4999.995,1092.41,5213.141,0.8789436
466,1090.805,1092.961,0.3208396,0.03610236,0.000142019,0.000834115,0.07531396,0.318508,1.061121,4999.995,1092.41,5213.141,0.8789436
467,1090.806,1092.961,0.3208396,0.03610235,0.000142019,0.000834115,0.07531397,0.3185081,1.06112,4999.994,1092.41,5213.141,0.8789435
468,1090.805,1092.961,0.3208397,0.03610234,0.000142019,0.000834115,0.07531396,0.3185081,1.06112,4999.994,1092.41,5213.14,0.8789435
469,1090.806,1092.961,0.3208396,0.03610234,0.000142019,0.000834115,0.07531397,0.3185081,1.06112,4999.994,1092.41,5213.14,0.8789434
470,1090.805,1092.96,0.3208396,0.03610234,0.000142019,0.000834115,0.07531396,0.3185081,1.061121,4999.994,1092.41,5213.14,0.8789433
471,1090.805,1092.96,0.3208396,0.03610232,0.000142019,0.000834115,0.07531397,0.3185082,1.06112,4999.994,1092.41,5213.14,0.8789433
472,1090.805,1092.96,0.3208397,0.03610233,0.000142019,0.000834115,0.07531396,0.3185082,1.06112,4999.994,1092.41,5213.14,0.8789432
473,1090.805,1092.96,0.3208396,0.03610232,0.000142019,0.000834115,0.07531397,0.3185082,1.06112,4999.993,1092.41,5213.14,0.8789431
474,1090.805,1092.96,0.3208397,0.03610232,0.000142019,0.000834115,0.07531396,0.3185082,1.06112,4999.994,1092.41,5213.14,0.8789431
475,1090.806,1092.96,0.3208396,0.03610231,0.000142019,0.000834115,0.07531397,0.3185083,1.06112,4999.994,1092.41,5213.141,0.878943
476,1090.805,1092.96,0.3208396,0.0361023,0.000142019,0.000834115,0.07531396,0.3185083,1.06112,4999.994,1092.41,5213.14,0.878943
477,1090.805,1092.96,0.3208396,0.0361023,0.000142019,0.000834115,0.07531396,0.3185083,1.06112,4999.994,1092.41,5213.141,0.8789429
478,1090.805,1092.96,0.3208397,0.0361023,0.000142019,0.000834115,0.07531395,0.3185083,1.06112,4999.994,1092.41,5213.141,0.8789428
479,1090.805,1092.96,0.3208397,0.03610229,0.000142019,0.000834115,0.07531396,0.3185084,1.06112,4999.994,1092.41,5213.14,0.8789428
480,1090.805,1092.96,0.3208397,0.03610229,0.000142019,0.000834115,0.07531396,0.3185084,1.06112,4999.994,1092.41,5213.141,0.8789427
481,1090.805,1092.96,0.3208396,0.03610228,0.000142019,0.000834115,0.07531396,0.3185084,1.06112,4999.994,1092.41,5213.141,0.8789427
482,1090.805,1092.96,0.3208396,0.03610228,0.000142019,0.000834115,0.07531396,0.3185084,1.06112,4999.995,1092.41,5213.142,0.8789426
483,1090.805,1092.96,0.3208396,0.03610227,0.000142019,0.000834115,0.07531396,0.3185085,1.06112,4999.995,1092.41,5213.142,0.8789426
484,1090.805,1092.96,0.3208397,0.03610227,0.000142019,0.000834115,0.07531396,0.3185084,1.06112,4999.995,1092.41,5213.142,0.8789425
485,1090.805,1092.96,0.3208396,0.03610226,0.000142019,0.000834115,0.07531396,0.3185085,1.06112,4999.994,1092.41,5213.141,0.8789424
486,1090.805,1092.96,0.3208397,0.03610226,0.000142019,0.000834115,0.07531395,0.3185085,1.06112,4999.994,1092.41,5213.141,0.8789424
487,1090.805,1092.96,0.3208397,0.03610226,0.000142019,0.000834116,0.07531395,0.3185085,1.06112,4999.994,1092.41,5213.141,0.8789423
488,1090.805,1092.96,0.3208397,0.03610225,0.000142019,0.000834115,0.07531395,0.3185085,1.06112,4999.993,1092.41,5213.14,0.8789422
489,1090.805,1092.96,0.3208397,0.03610225,0.000142019,0.000834116,0.07531395,0.3185086,1.06112,4999.992,1092.41,5213.139,0.8789422
490,1090.805,1092.96,0.3208397,0.03610224,0.000142019,0.000834116,0.07531394,0.3185086,1.06112,4999.992,1092.41,5213.139,0.8789421
491,1090.805,1092.96,0.3208397,0.03610223,0.000142019,0.000834116,0.07531396,0.3185086,1.06112,4999.992,1092.41,5213.139,0.878942
492,1090.805,1092.96,0.3208397,0.03610223,0.000142019,0.000834116,0.07531395,0.3185086,1.06112,4999.992,1092.41,5213.139,0.8789419
493,1090.805,1092.96,0.3208397,0.03610223,0.000142019,0.000834116,0.07531396,0.3185087,1.06112,4999.992,1092.41,5213.139,0.8789419
494,1090.805,1092.96,0.3208397,0.03610222,0.000142019,0.000834116,0.07531395,0.3185087,1.06112,4999.993,1092.41,5213.14,0.8789418
495,1090.805,1092.96,0.3208397,0.03610222,0.000142019,0.000834116,0.07531395,0.3185087,1.06112,4999.993,1092.41,5213.14,0.8789417
496,1090.805,1092.96,0.3208397,0.03610222,0.000142019,0.000834116,0.07531395,0.3185087,1.06112,4999.993,1092.41,5213.14,0.8789417
497,1090.805,1092.96,0.3208397,0.03610221,0.000142019,0.000834116,0.07531395,0.3185087,1.061119,4999.993,1092.41,5213.14,0.8789416
498,1090.805,1092.96,0.3208397,0.03610221,0.000142019,0.000834116,0.07531394,0.3185088,1.06112,4999.993,1092.41,5213.14,0.8789415
499,1090.805,1092.96,0.3208397,0.0361022,0.000142019,0.000834116,0.07531395,0.3185088,1.061119,4999.993,1092.41,5213.14,0.8789414
500,1090.805,1092.96,0.3208397,0.0361022,0.000142019,0.000834116,0.07531394,0.3185088,1.06112,4999.994,1092.41,5213.141,0.8789414
501,1090.805,1092.96,0.3208397,0.03610219,0.000142019,0.000834116,0.07531395,0.3185089,1.061119,4999.994,1092.41,5213.141,0.8789413
502,1090.805,1092.96,0.3208397,0.03610219,0.000142019,0.000834116,0.07531395,0.3185088,1.06112,4999.995,1092.41,5213.142,0.8789413
503,1090.805,1092.96,0.3208397,0.03610219,0.000142019,0.000834116,0.07531395,0.3185089,1.061119,4999.995,1092.41,5213.143,0.8789412
504,1090.805,1092.96,0.3208397,0.03610218,0.000142019,0.000834116,0.07531395,0.3185089,1.061119,4999.996,1092.41,5213.144,0.8789412
505,1090.805,1092.96,0.3208397,0.03610218,0.000142019,0.000834116,0.07531395,0.3185089,1.061119,4999.996,1092.41,5213.144,0.8789412
506,1090.805,1092.96,0.3208397,0.03610218,0.000142019,0.000834116,0.07531394,0.3185089,1.061119,4999.997,1092.41,5213.144,0.8789411
507,1090.805,1092.96,0.3208397,0.03610217,0.000142019,0.000834116,0.07531395,0.3185089,1.061119,4999.997,1092.41,5213.144,0.8789411
508,1090.805,1092.96,0.3208397,0.03610217,0.000142019,0.000834116,0.07531394,0.3185089,1.061119,4999.997,1092.41,5213.145,0.8789411
509,1090.805,1092.96,0.3208397,0.03610216,0.000142019,0.000834116,0.07531395,0.318509,1.061119,4999.997,1092.41,5213.145,0.878941
510,1090.805,1092.96,0.3208397,0.03610216,0.000142019,0.000834116,0.07531395,0.318509,1.061119,4999.997,1092.41,5213.145,0.878941
511,1090.805,1092.96,0.3208397,0.03610216,0.000142019,0.000834116,0.07531395,0.318509,1.061119,4999.997,1092.41,5213.145,0.878941
512,1090.805,1092.96,0.3208397,0.03610216,0.000142019,0.000834116,0.07531394,0.318509,1.061119,4999.997,1092.41,5213.145,0.8789409
513,1090.805,1092.96,0.3208397,0.03610215,0.000142019,0.000834116,0.07531395,0.318509,1.061119,4999.996,1092.41,5213.144,0.8789409
514,1090.805,1092.96,0.3208397,0.03610214,0.000142019,0.000834116,0.07531395,0.3185091,1.061119,4999.997,1092.41,5213.145,0.8789409
515,1090.805,1092.96,0.3208397,0.03610214,0.000142019,0.000834116,0.07531395,0.3185091,1.061119,4999.996,1092.41,5213.144,0.8789408
516,1090.805,1092.96,0.3208397,0.03610214,0.000142019,0.000834116,0.07531394,0.3185091,1.061119,4999.996,1092.41,5213.145,0.8789408
517,1090.805,1092.96,0.3208397,0.03610214,0.000142019,0.000834116,0.07531395,0.3185091,1.061119,4999.996,1092.41,5213.144,0.8789408
518,1090.805,1092.96,0.3208398,0.03610213,0.000142019,0.000834116,0.07531394,0.3185091,1.06112,4999.995,1092.41,5213.144,0.8789407
519,1090.805,1092.96,0.3208397,0.03610212,0.000142019,0.000834117,0.07531395,0.3185092,1.061119,4999.995,1092.41,5213.144,0.8789407
520,1090.805,1092.96,0.3208398,0.03610212,0.000142019,0.000834117,0.07531394,0.3185092,1.061119,4999.995,1092.41,5213.144,0.8789406
521,1090.805,1092.96,0.3208397,0.03610212,0.000142019,0.000834117,0.07531395,0.3185092,1.061119,4999.995,1092.41,5213.143,0.8789406
522,1090.805,1092.96,0.3208398,0.03610211,0.000142019,0.000834117,0.07531393,0.3185092,1.061119,4999.994,1092.41,5213.143,0.8789405
523,1090.805,1092.96,0.3208397,0.03610211,0.000142019,0.000834117,0.07531395,0.3185092,1.061119,4999.994,1092.41,5213.143,0.8789404
524,1090.805,1092.96,0.3208398,0.03610211,0.000142019,0.000834117,0.07531393,0.3185092,1.061119,4999.994,1092.41,5213.142,0.8789404
525,1090.805,1092.96,0.3208397,0.0361021,0.000142019,0.000834117,0.07531394,0.3185093,1.061119,4999.993,1092.409,5213.141,0.8789403
526,1090.805,1092.96,0.3208398,0.0361021,0.000142019,0.000834117,0.07531393,0.3185093,1.061119,4999.994,1092.41,5213.142,0.8789402
527,1090.805,1092.96,0.3208397,0.03610209,0.000142019,0.000834117,0.07531394,0.3185093,1.061119,4999.993,1092.409,5213.142,0.8789402
528,1090.805,1092.959,0.3208398,0.03610209,0.000142019,0.000834117,0.07531393,0.3185093,1.061119,4999.994,1092.41,5213.142,0.8789401
529,1090.805,1092.96,0.3208397,0.03610209,0.000142019,0.000834117,0.07531394,0.3185093,1.061119,4999.994,1092.409,5213.143,0.8789401
530,1090.805,1092.959,0.3208398,0.03610208,0.000142019,0.000834117,0.07531393,0.3185094,1.061119,4999.994,1092.41,5213.143,0.87894
531,1090.805,1092.96,0.3208397,0.03610208,0.000142019,0.000834117,0.07531394,0.3185094,1.061119,4999.995,1092.409,5213.143,0.87894
532,1090.805,1092.959,0.3208398,0.03610208,0.000142019,0.000834117,0.07531393,0.3185094,1.061119,4999.995,1092.41,5213.144,0.8789399
533,1090.805,1092.96,0.3208397,0.03610207,0.000142019,0.000834117,0.07531394,0.3185094,1.061119,4999.996,1092.409,5213.145,0.8789399
534,1090.805,1092.959,0.3208398,0.03610207,0.000142019,0.000834117,0.07531393,0.3185094,1.061119,4999.996,1092.41,5213.144,0.8789398
535,1090.805,1092.959,0.3208398,0.03610207,0.000142019,0.000834117,0.07531394,0.3185094,1.061119,4999.996,1092.409,5213.145,0.8789398
536,1090.805,1092.959,0.3208398,0.03610206,0.000142019,0.000834117,0.07531393,0.3185095,1.061119,4999.996,1092.409,5213.145,0.8789397
537,1090.805,1092.959,0.3208398,0.03610206,0.000142019,0.000834117,0.07531393,0.3185095,1.061119,4999.996,1092.409,5213.145,0.8789397
538,1090.805,1092.959,0.3208398,0.03610206,0.000142019,0.000834117,0.07531393,0.3185095,1.061119,4999.996,1092.409,5213.145,0.8789397
539,1090.805,1092.959,0.3208398,0.03610206,0.000142019,0.000834117,0.07531394,0.3185095,1.061119,4999.997,1092.409,5213.145,0.8789396
540,1090.805,1092.959,0.3208398,0.03610205,0.000142019,0.000834117,0.07531393,0.3185095,1.061119,4999.997,1092.409,5213.146,0.8789396
541,1090.805,1092.959,0.3208398,0.03610204,0.000142019,0.000834117,0.07531393,0.3185096,1.061118,4999.996,1092.409,5213.145,0.8789396
542,1090.805,1092.959,0.3208398,0.03610204,0.000142019,0.000834117,0.07531393,0.3185096,1.061119,4999.997,1092.409,5213.146,0.8789395
543,1090.805,1092.959,0.3208398,0.03610205,0.000142019,0.000834117,0.07531393,0.3185096,1.061119,4999.996,1092.409,5213.145,0.8789395
544,1090.805,1092.959,0.3208398,0.03610203,0.000142019,0.000834117,0.07531393,0.3185096,1.061119,4999.996,1092.409,5213.145,0.8789394
545,1090.805,1092.959,0.3208398,0.03610204,0.000142019,0.000834117,0.07531393,0.3185096,1.061119,4999.996,1092.409,5213.145,0.8789394
546,1090.805,1092.959,0.3208398,0.03610204,0.000142019,0.000834117,0.07531393,0.3185096,1.061119,4999.996,1092.409,5213.145,0.8789394
547,1090.805,1092.959,0.3208398,0.03610203,0.000142019,0.000834117,0.07531393,0.3185096,1.061119,4999.995,1092.409,5213.144,0.8789393
548,1090.805,1092.959,0.3208398,0.03610203,0.000142019,0.000834117,0.07531392,0.3185096,1.061119,4999.995,1092.409,5213.144,0.8789393
549,1090.805,1092.959,0.3208398,0.03610203,0.000142019,0.000834117,0.07531393,0.3185096,1.061119,4999.994,1092.409,5213.143,0.8789392
550,1090.805,1092.959,0.3208398,0.03610202,0.000142019,0.000834117,0.07531392,0.3185097,1.061119,4999.995,1092.409,5213.144,0.8789392
551,1090.805,1092.959,0.3208398,0.03610201,0.000142019,0.000834117,0.07531393,0.3185097,1.061119,4999.995,1092.409,5213.144,0.8789391
552,1090.805,1092.959,0.3208398,0.03610201,0.000142019,0.000834117,0.07531393,0.3185097,1.061119,4999.996,1092.409,5213.145,0.8789391
553,1090.805,1092.959,0.3208398,0.036102,0.000142019,0.000834118,0.07531393,0.3185098,1.061118,4999.996,1092.409,5213.145,0.878939
554,1090.805,1092.959,0.3208398,0.03610201,0.000142019,0.000834117,0.07531392,0.3185097,1.061119,4999.996,1092.409,5213.146,0.878939
555,1090.805,1092.959,0.3208398,0.036102,0.000142019,0.000834118,0.07531394,0.3185098,1.061118,4999.997,1092.409,5213.146,0.8789389
556,1090.805,1092.959,0.3208398,0.036102,0.000142019,0.000834118,0.07531393,0.3185098,1.061119,4999.997,1092.409,5213.146,0.8789389
557,1090.805,1092.959,0.3208398,0.036102,0.000142019,0.000834118,0.07531393,0.3185098,1.061119,4999.997,1092.409,5213.146,0.8789389
558,1090.805,1092.959,0.3208398,0.036102,0.000142019,0.000834118,0.07531392,0.3185098,1.061119,4999.997,1092.409,5213.146,0.8789389
559,1090.805,1092.959,0.3208398,0.036102,0.000142019,0.000834118,0.07531392,0.3185098,1.061118,4999.996,1092.409,5213.146,0.8789388
560,1090.805,1092.959,0.3208398,0.03610199,0.000142019,0.000834118,0.07531392,0.3185098,1.061119,4999.996,1092.409,5213.146,0.8789388
561,1090.805,1092.959,0.3208398,0.03610199,0.000142019,0.000834118,0.07531392,0.3185098,1.061118,4999.995,1092.409,5213.145,0.8789387
562,1090.805,1092.959,0.3208399,0.03610198,0.000142019,0.000834118,0.07531392,0.3185099,1.061119,4999.995,1092.409,5213.145,0.8789387
563,1090.805,1092.959,0.3208399,0.03610198,0.000142019,0.000834118,0.07531392,0.3185098,1.061119,4999.995,1092.409,5213.144,0.8789386
564,1090.805,1092.959,0.3208399,0.03610198,0.000142019,0.000834118,0.07531391,0.3185099,1.061119,4999.995,1092.409,5213.144,0.8789386
565,1090.805,1092.959,0.3208399,0.03610197,0.000142019,0.000834118,0.07531392,0.3185099,1.061118,4999.995,1092.409,5213.144,0.8789385
566,1090.805,1092.959,0.3208399,0.03610197,0.000142019,0.000834118,0.07531392,0.3185099,1.061119,4999.996,1092.409,5213.146,0.8789385
567,1090.805,1092.959,0.3208398,0.03610197,0.000142019,0.000834118,0.07531392,0.3185099,1.061118,4999.997,1092.409,5213.146,0.8789385
568,1090.805,1092.959,0.3208398,0.03610197,0.000142019,0.000834118,0.07531392,0.3185099,1.061119,4999.997,1092.409,5213.147,0.8789384
569,1090.805,1092.959,0.3208398,0.03610196,0.000142019,0.000834118,0.07531392,0.31851,1.061118,4999.997,1092.409,5213.147,0.8789384
570,1090.805,1092.959,0.3208399,0.03610197,0.000142019,0.000834118,0.07531392,0.3185099,1.061119,4999.997,1092.409,5213.147,0.8789384
571,1090.805,1092.959,0.3208398,0.03610195,0.000142019,0.000834118,0.07531392,0.31851,1.061118,4999.996,1092.409,5213.146,0.8789383
572,1090.805,1092.959,0.3208399,0.03610196,0.000142019,0.000834118,0.07531392,0.31851,1.061119,4999.996,1092.409,5213.146,0.8789383
573,1090.805,1092.959,0.3208399,0.03610196,0.000142019,0.000834118,0.07531392,0.31851,1.061118,4999.995,1092.409,5213.145,0.8789383
574,1090.804,1092.959,0.3208399,0.03610194,0.000142019,0.000834118,0.07531391,0.3185101,1.061118,4999.995,1092.409,5213.145,0.8789382
575,1090.805,1092.959,0.3208399,0.03610195,0.000142019,0.000834118,0.07531391,0.31851,1.061118,4999.994,1092.409,5213.144,0.8789382
576,1090.804,1092.959,0.3208399,0.03610195,0.000142019,0.000834118,0.07531391,0.31851,1.061119,4999.995,1092.409,5213.145,0.8789381
577,1090.805,1092.959,0.3208399,0.03610193,0.000142019,0.000834118,0.07531392,0.3185101,1.061118,4999.994,1092.409,5213.144,0.878938
578,1090.804,1092.959,0.3208399,0.03610194,0.000142019,0.000834118,0.07531391,0.3185101,1.061119,4999.995,1092.409,5213.145,0.878938
579,1090.805,1092.959,0.3208399,0.03610194,0.000142019,0.000834118,0.07531392,0.3185101,1.061118,4999.996,1092.409,5213.146,0.878938
580,1090.804,1092.959,0.3208399,0.03610193,0.000142019,0.000834118,0.07531391,0.3185101,1.061119,4999.997,1092.409,5213.146,0.8789379
581,1090.805,1092.959,0.3208399,0.03610193,0.000142019,0.000834118,0.07531392,0.3185101,1.061118,4999.997,1092.409,5213.147,0.8789379
582,1090.804,1092.959,0.3208399,0.03610193,0.000142019,0.000834118,0.07531391,0.3185101,1.061118,4999.998,1092.409,5213.148,0.8789379
583,1090.805,1092.959,0.3208399,0.03610193,0.000142019,0.000834118,0.07531392,0.3185101,1.061118,4999.998,1092.409,5213.148,0.8789379
584,1090.805,1092.959,0.3208399,0.03610193,0.000142019,0.000834118,0.07531391,0.3185101,1.061119,4999.998,1092.409,5213.148,0.8789378
585,1090.805,1092.959,0.3208399,0.03610192,0.000142019,0.000834118,0.07531391,0.3185102,1.061118,4999.997,1092.409,5213.147,0.8789378
586,1090.804,1092.959,0.3208399,0.03610192,0.000142019,0.000834118,0.07531391,0.3185102,1.061118,4999.997,1092.409,5213.147,0.8789378
587,1090.804,1092.959,0.3208399,0.03610192,0.000142019,0.000834118,0.07531391,0.3185102,1.061118,4999.997,1092.409,5213.147,0.8789378
588,1090.804,1092.959,0.32084,0.03610191,0.000142019,0.000834118,0.0753139,0.3185102,1.061118,4999.996,1092.409,5213.146,0.8789377
589,1090.804,1092.959,0.32084,0.03610191,0.000142019,0.000834118,0.0753139,0.3185102,1.061118,4999.995,1092.409,5213.145,0.8789377
590,1090.804,1092.959,0.32084,0.03610191,0.000142019,0.000834118,0.0753139,0.3185102,1.061118,4999.996,1092.409,5213.146,0.8789376
591,1090.804,1092.959,0.32084,0.03610189,0.000142019,0.000834118,0.0753139,0.3185103,1.061118,4999.995,1092.409,5213.145,0.8789376
592,1090.804,1092.959,0.32084,0.03610191,0.000142019,0.000834118,0.0753139,0.3185102,1.061118,4999.996,1092.409,5213.146,0.8789375
593,1090.804,1092.959,0.3208399,0.0361019,0.000142019,0.000834118,0.07531391,0.3185102,1.061118,4999.996,1092.409,5213.146,0.8789375
594,1090.804,1092.959,0.32084,0.03610189,0.000142019,0.000834118,0.0753139,0.3185103,1.061119,4999.996,1092.409,5213.146,0.8789374
595,1090.804,1092.959,0.32084,0.0361019,0.000142019,0.000834118,0.0753139,0.3185103,1.061118,4999.996,1092.409,5213.146,0.8789374
596,1090.804,1092.959,0.32084,0.0361019,0.000142019,0.000834118,0.07531389,0.3185102,1.061118,4999.996,1092.409,5213.146,0.8789374
597,1090.804,1092.959,0.32084,0.03610189,0.000142019,0.000834118,0.0753139,0.3185103,1.061118,4999.995,1092.409,5213.145,0.8789373
598,1090.804,1092.959,0.32084,0.03610189,0.000142019,0.000834118,0.07531389,0.3185103,1.061118,4999.995,1092.409,5213.145,0.8789373
599,1090.804,1092.959,0.32084,0.03610189,0.000142019,0.000834118,0.0753139,0.3185103,1.061118,4999.995,1092.409,5213.145,0.8789372
600,1090.804,1092.959,0.32084,0.03610187,0.000142019,0.000834118,0.07531389,0.3185104,1.061118,4999.995,1092.409,5213.145,0.8789372
601,1090.804,1092.959,0.3208399,0.03610188,0.000142019,0.000834118,0.0753139,0.3185103,1.061118,4999.995,1092.409,5213.145,0.8789371
602,1090.804,1092.959,0.32084,0.03610188,0.000142019,0.000834118,0.07531389,0.3185104,1.061118,4999.996,1092.409,5213.145,0.8789371
603,1090.804,1092.959,0.32084,0.03610187,0.000142019,0.000834119,0.0753139,0.3185104,1.061118,4999.996,1092.409,5213.145,0.878937
