Time,Tair_mean,Tfuel_mean,rhoAir_mean,rhoFuel_mean,nuAir_mean,nuFuel_mean,kAir_mean,kFuel_mean,Nern_max,ibar,Energy_t_mean,mean_curr,V
2164,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789304
2165,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789304
2166,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2167,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789304
2168,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2169,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.15,0.8789304
2170,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789304
2171,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789304
2172,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789304
2173,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789303
2174,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2175,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789303
2176,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2177,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2178,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2179,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2180,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2181,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2182,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789304
2183,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789304
2184,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789304
2185,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2186,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789304
2187,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2188,1090.801,1092.956,0.320841,0.0361015,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2189,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2190,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2191,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2192,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2193,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000,1092.406,5213.151,0.8789304
2194,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2195,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000,1092.406,5213.152,0.8789304
2196,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2197,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000,1092.406,5213.151,0.8789304
2198,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2199,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,4999.999,1092.406,5213.151,0.8789304
2200,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2201,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789304
2202,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.998,1092.406,5213.15,0.8789304
2203,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789304
2204,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2205,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2206,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789303
2207,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789303
2208,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2209,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2210,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789303
2211,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2212,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2213,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2214,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2215,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2216,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2217,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.152,0.8789304
2218,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2219,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000,1092.406,5213.151,0.8789304
2220,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2221,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2222,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2223,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2224,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2225,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2226,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2227,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,4999.999,1092.406,5213.151,0.8789304
2228,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2229,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061115,4999.998,1092.406,5213.15,0.8789304
2230,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789304
2231,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2232,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789303
2233,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789303
2234,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789303
2235,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2236,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789303
2237,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2238,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2239,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789303
2240,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789304
2241,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789304
2242,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.002,1092.406,5213.154,0.8789304
2243,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.002,1092.406,5213.154,0.8789304
2244,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.002,1092.406,5213.154,0.8789304
2245,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789305
2246,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789305
2247,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061115,5000.001,1092.406,5213.153,0.8789305
2248,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
2249,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2250,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2251,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789305
2252,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
2253,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.15,0.8789305
2254,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.15,0.8789304
2255,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.997,1092.406,5213.149,0.8789304
2256,1090.801,1092.956,0.320841,0.0361015,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789304
2257,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789304
2258,1090.801,1092.956,0.320841,0.0361015,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2259,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2260,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2261,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2262,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789303
2263,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789302
2264,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.15,0.8789302
2265,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789302
2266,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789302
2267,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2268,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789303
2269,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061115,5000.001,1092.406,5213.153,0.8789303
2270,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789303
2271,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789303
2272,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789303
2273,1090.801,1092.956,0.3208408,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.003,1092.406,5213.154,0.8789304
2274,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.003,1092.406,5213.154,0.8789304
2275,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.003,1092.406,5213.154,0.8789304
2276,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.154,0.8789304
2277,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789305
2278,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789305
2279,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2280,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789305
2281,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2282,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
2283,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
2284,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789305
2285,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789305
2286,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
2287,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
2288,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2289,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2290,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2291,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2292,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
2293,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2294,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2295,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
2296,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
2297,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2298,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2299,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061115,5000,1092.406,5213.152,0.8789305
2300,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
2301,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2302,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
2303,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
2304,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789305
2305,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789305
2306,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2307,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2308,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2309,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2310,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2311,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2312,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2313,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2314,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2315,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789304
2316,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2317,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2318,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2319,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2320,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2321,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2322,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2323,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2324,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2325,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2326,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2327,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2328,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789304
2329,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.318512,1.061116,5000,1092.406,5213.152,0.8789304
2330,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2331,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2332,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2333,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2334,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2335,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531374,0.3185121,1.061115,4999.999,1092.406,5213.151,0.8789304
2336,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2337,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
2338,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2339,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000,1092.406,5213.151,0.8789304
2340,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2341,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000,1092.406,5213.151,0.8789304
2342,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2343,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2344,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2345,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2346,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2347,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2348,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2349,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.152,0.8789304
2350,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789304
2351,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789304
