Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,stack_Voltage,min_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max,mean_curr,V
1081,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208408,0.3509992,0.02785067,0.03610153,0.04695342,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045935,0.07531374,0.07575059,0.256645,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789309,4359.535,6090.995,0.000453997,5.73E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1082,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509993,0.02785067,0.03610153,0.04695342,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045935,0.07531373,0.07575059,0.256645,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789309,4359.534,6090.995,0.000474943,7.17E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1083,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208408,0.3509991,0.02785067,0.03610153,0.04695342,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531375,0.07575059,0.256645,0.318512,0.3848997,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789309,4359.535,6090.994,0.000431231,8.56E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1084,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.314271,0.3208409,0.3509991,0.02785067,0.03610153,0.04695342,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.256645,0.318512,0.3848997,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789309,4359.534,6090.995,0.000405368,2.05E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1085,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785066,0.03610153,0.04695342,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.256645,0.318512,0.3848997,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789309,4359.534,6090.995,0.000418768,4.86E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1086,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.314271,0.3208409,0.3509992,0.02785067,0.03610153,0.04695343,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045935,0.07531373,0.07575059,0.2566449,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789309,4359.533,6090.996,0.000468415,4.89E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1087,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610154,0.04695343,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566449,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.995,0.000452348,5.60E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1088,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509991,0.02785067,0.03610153,0.04695341,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531373,0.07575059,0.256645,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.995,0.000389394,4.71E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1089,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.03610153,0.04695341,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.256645,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,4999.999,0.8789309,4359.533,6090.996,0.000384708,5.97E-11,1001.829,1092.406,1097.093,5213.15,0.8789309
1090,1001.829,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142712,0.3208409,0.3509993,0.02785068,0.03610153,0.04695342,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045934,0.07531373,0.07575059,0.256645,0.318512,0.3848995,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789309,4359.533,6090.994,0.000429934,2.84E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
1091,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610153,0.04695341,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531373,0.07575059,0.256645,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,4999.999,0.8789309,4359.533,6090.996,0.000438198,3.86E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
1092,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142712,0.3208409,0.3509992,0.02785067,0.03610152,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045936,0.07531373,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789309,4359.533,6090.994,0.00044771,5.94E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
1093,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.03610152,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531374,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.995,0.000453527,9.99E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1094,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509992,0.02785067,0.03610152,0.04695341,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045935,0.07531374,0.07575059,0.256645,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.533,6090.994,0.000407156,2.02E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1095,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.03610152,0.04695341,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.256645,0.318512,0.3848997,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.995,0.00038991,9.61E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1096,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.314271,0.3208409,0.3509992,0.02785067,0.03610153,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045935,0.07531373,0.07575058,0.256645,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.533,6090.992,0.000422975,9.64E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1097,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.03610153,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531373,0.07575059,0.256645,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,4999.999,0.8789309,4359.533,6090.995,0.000434749,9.31E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
1098,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509992,0.02785067,0.03610153,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.256645,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789309,4359.532,6090.994,0.000395397,6.60E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
1099,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610153,0.04695339,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531373,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,4999.999,0.8789309,4359.533,6090.995,0.000426097,4.80E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
1100,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509991,0.02785067,0.03610152,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045936,0.07531373,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789309,4359.532,6090.995,0.000465966,2.18E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
1101,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509992,0.02785067,0.03610152,0.04695339,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531374,0.07575059,0.2566451,0.318512,0.3848997,3.87E-09,1.006339,1.061116,5000,4999.998,0.8789308,4359.533,6090.998,0.000468736,7.62E-11,1001.83,1092.406,1097.093,5213.149,0.8789308
1102,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142712,0.3208409,0.3509991,0.02785067,0.03610152,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045936,0.07531373,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789308,4359.532,6090.997,0.000446008,3.18E-11,1001.83,1092.406,1097.093,5213.15,0.8789308
1103,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208408,0.3509991,0.02785067,0.03610153,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789308,4359.533,6090.996,0.000406805,5.24E-11,1001.83,1092.406,1097.093,5213.151,0.8789308
1104,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509991,0.02785067,0.03610153,0.04695339,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045937,0.07531373,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789308,4359.533,6090.997,0.000436321,6.28E-11,1001.83,1092.406,1097.093,5213.151,0.8789308
1105,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509992,0.02785067,0.03610153,0.0469534,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531374,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789308,4359.533,6090.996,0.00045854,4.04E-11,1001.83,1092.406,1097.093,5213.151,0.8789308
1106,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.314271,0.3208409,0.3509992,0.02785067,0.03610153,0.04695339,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789308,4359.533,6090.999,0.000464644,7.77E-11,1001.83,1092.406,1097.093,5213.151,0.8789308
1107,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208408,0.3509991,0.02785067,0.03610153,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789308,4359.534,6090.997,0.00045952,8.40E-11,1001.83,1092.406,1097.093,5213.152,0.8789308
1108,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509991,0.02785067,0.03610152,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789309,4359.533,6090.998,0.000450143,5.41E-11,1001.83,1092.406,1097.093,5213.153,0.8789309
1109,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208408,0.3509991,0.02785067,0.03610152,0.04695339,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789309,4359.533,6090.996,0.00042805,9.34E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1110,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509992,0.02785067,0.03610152,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045935,0.07531373,0.07575059,0.2566451,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789309,4359.533,6090.999,0.000422316,2.98E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1111,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785066,0.03610152,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566452,0.3185121,0.3848997,3.87E-09,1.006339,1.061116,5000,5000.001,0.8789309,4359.533,6090.997,0.000439315,8.33E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1112,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142712,0.3208409,0.3509992,0.02785066,0.03610152,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531373,0.07575059,0.2566451,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,5000.001,0.8789309,4359.532,6090.997,0.000428208,5.08E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1113,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208408,0.3509991,0.02785067,0.03610153,0.04695339,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566451,0.318512,0.3848997,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.997,0.000422041,6.25E-11,1001.829,1092.406,1097.093,5213.151,0.8789309
1114,1001.829,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509993,0.02785067,0.03610153,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045934,0.07531373,0.07575059,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.532,6090.995,0.000432975,8.28E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1115,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610153,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,4999.999,0.8789309,4359.532,6090.996,0.00044433,8.81E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1116,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509991,0.02785068,0.03610153,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.532,6090.993,0.000444903,8.53E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1117,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208408,0.3509991,0.02785067,0.03610152,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,4999.999,0.8789309,4359.532,6090.995,0.000438355,2.91E-11,1001.829,1092.406,1097.093,5213.151,0.8789309
1118,1001.829,1090.801,1097.09,1030.257,1092.956,1097.089,0.314271,0.3208409,0.3509992,0.02785067,0.03610152,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045934,0.07531373,0.07575058,0.2566452,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.532,6090.993,0.000437396,8.07E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1119,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610152,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.993,0.000445145,8.60E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1120,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509991,0.02785067,0.03610152,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531373,0.07575059,0.2566452,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.532,6090.991,0.000432417,7.00E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1121,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610152,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.996,0.000438487,8.13E-11,1001.829,1092.406,1097.093,5213.151,0.8789309
1122,1001.829,1090.801,1097.09,1030.257,1092.956,1097.088,0.314271,0.3208409,0.3509993,0.02785067,0.03610153,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045934,0.07531373,0.07575058,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.532,6090.993,0.000441964,7.22E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1123,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142714,0.3208409,0.3509991,0.02785067,0.03610153,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.533,6090.995,0.000407811,9.46E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1124,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142711,0.3208409,0.3509992,0.02785067,0.03610153,0.04695336,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531373,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.531,6090.994,0.000407367,2.32E-11,1001.83,1092.406,1097.093,5213.152,0.8789309
1125,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509992,0.02785067,0.03610152,0.04695336,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045936,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.532,6090.998,0.00045472,1.31E-11,1001.829,1092.406,1097.093,5213.152,0.8789309
1126,1001.829,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509993,0.02785067,0.03610152,0.04695335,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045934,0.07531373,0.07575058,0.2566452,0.3185121,0.3848997,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.531,6090.995,0.000467074,6.69E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1127,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208408,0.3509991,0.02785067,0.03610152,0.04695337,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.532,6090.998,0.000422655,8.83E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1128,1001.83,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509992,0.02785067,0.03610152,0.04695336,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045936,0.07531373,0.07575058,0.2566452,0.3185121,0.3848996,3.87E-09,1.00634,1.061116,5000,5000,0.8789309,4359.531,6090.995,0.000404894,3.24E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1129,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610152,0.04695336,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939923,0.07045937,0.07531374,0.07575059,0.2566452,0.3185121,0.3848997,3.87E-09,1.006339,1.061116,5000,5000,0.8789309,4359.532,6090.994,0.000439848,6.35E-11,1001.829,1092.406,1097.093,5213.151,0.8789309
1130,1001.829,1090.801,1097.09,1030.257,1092.956,1097.088,0.3142711,0.3208409,0.3509993,0.02785067,0.03610153,0.04695338,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045934,0.07531373,0.07575058,0.2566451,0.318512,0.3848996,3.87E-09,1.00634,1.061116,5000,4999.999,0.8789309,4359.531,6090.995,0.000454989,7.70E-11,1001.83,1092.406,1097.093,5213.151,0.8789309
1131,1001.83,1090.801,1097.09,1030.257,1092.956,1097.089,0.3142713,0.3208409,0.3509991,0.02785067,0.03610153,0.04695336,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142018,0.000143406,0.000708682,0.00083412,0.000939922,0.07045937,0.07531374,0.07575059,0.2566452,0.318512,0.3848996,3.87E-09,1.006339,1.061116,5000,4999.999,0.8789309,4359.531,6090.994,0.000435513,7.67E-11,1001.83,1092.406,1097.093,5213.15,0.8789309
