Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,V,stack_Voltage,min_curr,mean_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max
44, 1099.919, 1219.829, 1226.617, 1176.443, 1220.694, 1226.614, 0.2813278, 0.2862919, 0.319675, 0.02579417, 0.03135515, 0.0341738, 4.607565e-05, 4.884987e-05, 4.916926e-05, 2.820184e-05, 3.260083e-05, 3.412305e-05, 0.0001441328, 0.000170654, 0.000172171, 0.0009985148, 0.001041279, 0.001117481, 0.07596838, 0.08224407, 0.0826422, 0.3302544, 0.3525198, 0.4088338, 3.84e-09, 0.9902376, 1.043457, 5000, 4052.616, 0.4590237, 0.4590237, 4000.785, 4052.616, 4160.767, 0.004188953, 6.860168e-11, 1100.937, 1222.563, 1228.818
45, 1100.937, 1221.963, 1228.816, 1178.179, 1222.835, 1228.813, 0.2807984, 0.2857861, 0.3193797, 0.02575473, 0.03139975, 0.03428702, 4.610337e-05, 4.890342e-05, 4.922514e-05, 2.823863e-05, 3.269985e-05, 3.425329e-05, 0.0001443528, 0.0001711439, 0.0001726779, 0.0009990163, 0.001043026, 0.001120849, 0.07602464, 0.08235656, 0.08275829, 0.32949, 0.3522127, 0.4093294, 3.84e-09, 0.9887879, 1.042942, 5000, 4045.365, 0.4494773, 0.4494773, 3993.257, 4045.365, 4154.07, 0.004165217, 5.618305e-11, 1101.959, 1224.71, 1231.027
46, 1101.959, 1224.105, 1231.024, 1179.923, 1224.984, 1231.021, 0.2802707, 0.2852806, 0.3190836, 0.02571504, 0.03144175, 0.03439827, 4.613121e-05, 4.895728e-05, 4.928124e-05, 2.827538e-05, 3.279777e-05, 3.438274e-05, 0.0001445741, 0.0001716363, 0.0001731875, 0.0009995486, 0.001044821, 0.001124241, 0.07608115, 0.08246949, 0.08287482, 0.3287473, 0.3519308, 0.4098296, 3.84e-09, 0.9873575, 1.042433, 5000, 4038.12, 0.4398585, 0.4398585, 3985.752, 4038.12, 4147.369, 0.004141689, 3.328999e-11, 1102.986, 1226.866, 1233.244
47, 1102.986, 1226.256, 1233.241, 1181.675, 1227.142, 1233.238, 0.2797445, 0.2847753, 0.3187866, 0.02567511, 0.03148119, 0.0345075, 4.615918e-05, 4.901143e-05, 4.933755e-05, 2.831211e-05, 3.289461e-05, 3.451138e-05, 0.0001447965, 0.0001721314, 0.0001736998, 0.001000112, 0.001046664, 0.001127655, 0.07613792, 0.08258287, 0.08299178, 0.328026, 0.3516735, 0.4103343, 3.84e-09, 0.9859458, 1.041929, 5000, 4030.883, 0.4301674, 0.4301674, 3978.269, 4030.883, 4140.664, 0.004118399, 2.173412e-11, 1104.018, 1229.03, 1235.469
48, 1104.018, 1228.415, 1235.467, 1183.433, 1229.309, 1235.463, 0.2792197, 0.2842703, 0.3184888, 0.02563496, 0.03151811, 0.0346147, 4.618727e-05, 4.906585e-05, 4.939408e-05, 2.834883e-05, 3.299041e-05, 3.463922e-05, 0.0001450201, 0.000172629, 0.0001742147, 0.001000708, 0.001048554, 0.001131092, 0.07619493, 0.08269667, 0.08310917, 0.3273261, 0.3514402, 0.4108432, 3.84e-09, 0.9845524, 1.041429, 5000, 4023.652, 0.4204039, 0.4204039, 3970.806, 4023.652, 4133.956, 0.004095333, 9.233459e-11, 1105.055, 1231.202, 1237.703
49, 1105.055, 1230.583, 1237.701, 1185.199, 1231.483, 1237.698, 0.2786963, 0.2837656, 0.3181901, 0.0255946, 0.03155256, 0.03471984, 4.621549e-05, 4.912055e-05, 4.945082e-05, 2.838553e-05, 3.30852e-05, 3.476626e-05, 0.0001452449, 0.0001731293, 0.0001747323, 0.001001337, 0.001050492, 0.001134551, 0.0762522, 0.0828109, 0.08322698, 0.3266473, 0.3512302, 0.4113563, 3.84e-09, 0.9831768, 1.040935, 5000, 4016.429, 0.4105682, 0.4105682, 3963.363, 4016.429, 4127.244, 0.0040725, 7.722562e-11, 1106.097, 1233.383, 1239.946
50, 1106.097, 1232.758, 1239.944, 1186.972, 1233.666, 1239.94, 0.2781743, 0.2832611, 0.3178906, 0.02555404, 0.03158458, 0.03482289, 4.624382e-05, 4.917551e-05, 4.950778e-05, 2.842222e-05, 3.317899e-05, 3.489251e-05, 0.0001454708, 0.000173632, 0.0001752525, 0.001001999, 0.001052477, 0.001138032, 0.07630971, 0.08292553, 0.08334519, 0.3259894, 0.351043, 0.4118733, 3.84e-09, 0.9818186, 1.040444, 5000, 4009.212, 0.4006603, 0.4006603, 3955.939, 4009.212, 4120.529, 0.004049916, 9.51197e-11, 1107.143, 1235.571, 1242.197
51, 1107.143, 1234.942, 1242.195, 1188.751, 1235.858, 1242.191, 0.2776536, 0.282757, 0.3175903, 0.02551331, 0.0316142, 0.03492384, 4.627227e-05, 4.923072e-05, 4.956498e-05, 2.845891e-05, 3.327181e-05, 3.501796e-05, 0.000145698, 0.0001741373, 0.0001757753, 0.001002695, 0.001054509, 0.001141534, 0.07636747, 0.08304057, 0.08346379, 0.3253522, 0.3508781, 0.4123941, 3.84e-09, 0.9804772, 1.039957, 5000, 4002.002, 0.3906803, 0.3906803, 3948.534, 4002.002, 4113.812, 0.004027554, 9.444677e-11, 1108.194, 1237.768, 1244.457
52, 1108.194, 1237.134, 1244.454, 1190.538, 1238.057, 1244.451, 0.2771341, 0.2822531, 0.3172893, 0.0254724, 0.03164148, 0.03502266, 4.630084e-05, 4.928618e-05, 4.962237e-05, 2.84956e-05, 3.33637e-05, 3.514262e-05, 0.0001459263, 0.0001746451, 0.0001763007, 0.001003425, 0.001056586, 0.001145058, 0.07642546, 0.083156, 0.08358279, 0.3247357, 0.3507348, 0.4129187, 3.84e-09, 0.9791522, 1.039473, 5000, 3994.798, 0.3806283, 0.3806283, 3941.146, 3994.798, 4107.093, 0.004005441, 8.842906e-11, 1109.25, 1239.973, 1246.724
53, 1109.25, 1239.334, 1246.722, 1192.331, 1240.264, 1246.718, 0.2766158, 0.2817495, 0.3169874, 0.02543133, 0.03166645, 0.03511932, 4.632953e-05, 4.934188e-05, 4.967995e-05, 2.85323e-05, 3.345466e-05, 3.52665e-05, 0.0001461557, 0.0001751553, 0.0001768287, 0.001004191, 0.00105871, 0.001148602, 0.0764837, 0.08327182, 0.08370217, 0.3241395, 0.3506127, 0.4134468, 3.84e-09, 0.9778433, 1.038992, 5000, 3987.6, 0.3705043, 0.3705043, 3933.775, 3987.6, 4100.372, 0.003983573, 6.953061e-11, 1110.311, 1242.185, 1249
54, 1110.311, 1241.542, 1248.997, 1194.132, 1242.479, 1248.994, 0.2760987, 0.2812462, 0.3166849, 0.02539012, 0.03168915, 0.03521382, 4.635832e-05, 4.939781e-05, 4.973772e-05, 2.856902e-05, 3.354473e-05, 3.538959e-05, 0.0001463863, 0.0001756681, 0.0001773592, 0.001004992, 0.001060879, 0.001152167, 0.07654216, 0.08338801, 0.08382193, 0.3235636, 0.3505111, 0.4139784, 3.84e-09, 0.9765499, 1.038515, 5000, 3980.41, 0.3603084, 0.3603084, 3926.422, 3980.41, 4093.65, 0.003961938, 4.476465e-11, 1111.375, 1244.405, 1251.283
55, 1111.375, 1243.757, 1251.281, 1195.939, 1244.702, 1251.277, 0.2755827, 0.2807432, 0.3163818, 0.02534877, 0.03170964, 0.03530612, 4.638722e-05, 4.945396e-05, 4.979567e-05, 2.860575e-05, 3.363394e-05, 3.55119e-05, 0.0001466179, 0.0001761832, 0.0001778923, 0.001005828, 0.001063093, 0.001155753, 0.07660085, 0.08350457, 0.08394205, 0.3230077, 0.3504297, 0.4145133, 3.84e-09, 0.9752716, 1.03804, 5000, 3973.225, 0.3500406, 0.3500406, 3919.084, 3973.225, 4086.926, 0.003940521, 5.477484e-11, 1112.445, 1246.633, 1253.575
56, 1112.445, 1245.981, 1253.572, 1197.752, 1246.932, 1253.569, 0.2750678, 0.2802406, 0.3160777, 0.02530729, 0.03172793, 0.03539622, 4.641625e-05, 4.951033e-05, 4.985379e-05, 2.86425e-05, 3.372229e-05, 3.563344e-05, 0.0001468507, 0.0001767008, 0.0001784278, 0.001006702, 0.001065352, 0.001159359, 0.07665979, 0.0836215, 0.08406253, 0.3224717, 0.3503679, 0.4150514, 3.84e-09, 0.974008, 1.037567, 5000, 3966.048, 0.3397011, 0.3397011, 3911.762, 3966.048, 4080.202, 0.00391935, 4.455435e-11, 1113.519, 1248.869, 1255.874
57, 1113.519, 1248.211, 1255.872, 1199.572, 1249.17, 1255.868, 0.274554, 0.2797383, 0.315773, 0.0252657, 0.03174409, 0.0354841, 4.644539e-05, 4.95669e-05, 4.99121e-05, 2.867928e-05, 3.380982e-05, 3.575419e-05, 0.0001470848, 0.0001772208, 0.0001789659, 0.001007612, 0.001067655, 0.001162985, 0.07671897, 0.08373877, 0.08418337, 0.3219554, 0.3503252, 0.4155927, 3.84e-09, 0.9727588, 1.037097, 5000, 3958.877, 0.3292899, 0.3292899, 3904.455, 3958.877, 4073.478, 0.00389842, 9.609862e-11, 1114.598, 1251.112, 1258.182
58, 1114.598, 1250.45, 1258.179, 1201.399, 1251.416, 1258.175, 0.2740413, 0.2792364, 0.3154676, 0.025224, 0.03175814, 0.03556974, 4.647465e-05, 4.962369e-05, 4.997061e-05, 2.871609e-05, 3.389654e-05, 3.587418e-05, 0.0001473199, 0.0001777431, 0.0001795064, 0.001008559, 0.001070003, 0.00116663, 0.07677837, 0.0838564, 0.08430455, 0.3214585, 0.3503012, 0.416137, 3.84e-09, 0.9715235, 1.036628, 5000, 3951.712, 0.318807, 0.318807, 3897.164, 3951.712, 4066.755, 0.003877824, 7.865544e-11, 1115.682, 1253.362, 1260.496
59, 1115.682, 1252.695, 1260.494, 1203.232, 1253.668, 1260.49, 0.2735296, 0.2787348, 0.3151613, 0.0251822, 0.03177013, 0.03565313, 4.650402e-05, 4.968066e-05, 5.002931e-05, 2.875292e-05, 3.398248e-05, 3.59934e-05, 0.0001475562, 0.0001782679, 0.0001800493, 0.001009544, 0.001072393, 0.001170295, 0.07683802, 0.08397436, 0.08442607, 0.320981, 0.3502954, 0.4166842, 3.84e-09, 0.9703018, 1.036162, 5000, 3944.554, 0.3082525, 0.3082525, 3889.887, 3944.554, 4060.031, 0.003857312, 9.824295e-11, 1116.771, 1255.62, 1262.819
60, 1116.771, 1254.948, 1262.816, 1205.071, 1255.929, 1262.812, 0.2730189, 0.2782335, 0.3148543, 0.0251403, 0.03178011, 0.03573426, 4.653351e-05, 4.973784e-05, 5.008817e-05, 2.878979e-05, 3.406766e-05, 3.611185e-05, 0.0001477938, 0.0001787949, 0.0001805947, 0.001010567, 0.001074827, 0.001173979, 0.07689793, 0.08409265, 0.08454794, 0.3205226, 0.3503073, 0.4172342, 3.84e-09, 0.9690932, 1.035697, 5000, 3937.403, 0.2976266, 0.2976266, 3882.624, 3937.403, 4053.308, 0.00383708, 4.813002e-11, 1117.864, 1257.885, 1265.148
61, 1117.864, 1257.208, 1265.146, 1206.917, 1258.196, 1265.142, 0.2725092, 0.2777327, 0.3145466, 0.02509833, 0.0317881, 0.03581311, 4.656312e-05, 4.979519e-05, 5.014719e-05, 2.882669e-05, 3.415208e-05, 3.622955e-05, 0.0001480325, 0.0001793243, 0.0001811425, 0.001011628, 0.001077304, 0.001177682, 0.07695807, 0.08421127, 0.08467015, 0.3200831, 0.3503366, 0.4177869, 3.84e-09, 0.9678974, 1.035233, 5000, 3930.259, 0.2869292, 0.2869292, 3875.376, 3930.259, 4046.587, 0.003817098, 6.349166e-11, 1118.962, 1260.157, 1267.485
62, 1118.962, 1259.476, 1267.483, 1208.769, 1260.471, 1267.479, 0.2720005, 0.2772322, 0.3142382, 0.02505628, 0.03179415, 0.03588968, 4.659284e-05, 4.985273e-05, 5.020637e-05, 2.886354e-05, 3.423578e-05, 3.634648e-05, 0.0001482723, 0.0001798561, 0.0001816927, 0.001012728, 0.001079823, 0.001181404, 0.07701843, 0.08433021, 0.08479268, 0.3196623, 0.3503828, 0.4183424, 3.84e-09, 0.9667141, 1.034771, 5000, 3923.122, 0.2761604, 0.2761604, 3868.141, 3923.122, 4039.867, 0.003797346, 5.840495e-11, 1120.064, 1262.436, 1269.83
63, 1120.064, 1261.75, 1269.827, 1210.626, 1262.752, 1269.823, 0.2714927, 0.2767322, 0.3139293, 0.02501416, 0.0317983, 0.03596396, 4.662265e-05, 4.991045e-05, 5.02657e-05, 2.890031e-05, 3.431877e-05, 3.646267e-05, 0.0001485132, 0.0001803901, 0.0001822452, 0.001013867, 0.001082384, 0.001185145, 0.07707899, 0.08444946, 0.08491552, 0.3192601, 0.3504455, 0.4189004, 3.84e-09, 0.9655429, 1.034311, 5000, 3915.992, 0.2653203, 0.2653203, 3860.92, 3915.992, 4033.149, 0.003777828, 6.501995e-11, 1121.169, 1264.722, 1272.181
64, 1121.169, 1264.031, 1272.179, 1212.491, 1265.041, 1272.175, 0.2709859, 0.2762326, 0.3136199, 0.02497198, 0.03180058, 0.03603594, 4.665256e-05, 4.996833e-05, 5.032517e-05, 2.893712e-05, 3.440107e-05, 3.65781e-05, 0.0001487551, 0.0001809264, 0.0001828002, 0.001015045, 0.001084986, 0.001188904, 0.07713976, 0.08456902, 0.08503866, 0.3188763, 0.3505242, 0.4194609, 3.84e-09, 0.9643835, 1.033851, 5000, 3908.869, 0.254409, 0.254409, 3853.713, 3908.869, 4026.434, 0.003758541, 6.006825e-11, 1122.279, 1267.015, 1274.54
65, 1122.279, 1266.32, 1274.537, 1214.361, 1267.337, 1274.533, 0.27048, 0.2757335, 0.31331, 0.02492974, 0.03180104, 0.03610561, 4.668257e-05, 5.002639e-05, 5.038481e-05, 2.897397e-05, 3.44827e-05, 3.66928e-05, 0.000148998, 0.0001814649, 0.0001833574, 0.001016263, 0.001087629, 0.001192681, 0.07720073, 0.08468887, 0.08516211, 0.3185106, 0.3506187, 0.4200238, 3.84e-09, 0.9632356, 1.033392, 5000, 3901.754, 0.2434265, 0.2434265, 3846.519, 3901.754, 4019.721, 0.003739481, 5.204466e-11, 1123.393, 1269.315, 1276.906
66, 1123.393, 1268.615, 1276.903, 1216.237, 1269.639, 1276.899, 0.2699751, 0.2752348, 0.3129995, 0.02488746, 0.03179972, 0.03617298, 4.671268e-05, 5.00846e-05, 5.044464e-05, 2.901086e-05, 3.456367e-05, 3.680675e-05, 0.000149242, 0.0001820057, 0.000183917, 0.00101752, 0.001090313, 0.001196476, 0.0772619, 0.08480902, 0.08528585, 0.3181629, 0.3507285, 0.4205891, 3.84e-09, 0.9620989, 1.032934, 5000, 3894.647, 0.232373, 0.232373, 3839.337, 3894.647, 4013.011, 0.003720645, 9.609565e-11, 1124.511, 1271.621, 1279.278
67, 1124.511, 1270.917, 1279.275, 1218.119, 1271.948, 1279.272, 0.269471, 0.2747365, 0.3126885, 0.02484513, 0.03179665, 0.03623804, 4.674288e-05, 5.014297e-05, 5.050461e-05, 2.90478e-05, 3.4644e-05, 3.691997e-05, 0.000149487, 0.0001825487, 0.0001844789, 0.001018818, 0.001093037, 0.001200289, 0.07732327, 0.08492945, 0.08540988, 0.317833, 0.3508532, 0.4211567, 3.84e-09, 0.9609731, 1.032477, 5000, 3887.547, 0.2212485, 0.2212485, 3832.169, 3887.547, 4006.304, 0.003702022, 6.114466e-11, 1125.634, 1273.935, 1281.658
68, 1125.634, 1273.225, 1281.655, 1220.006, 1274.264, 1281.651, 0.2689679, 0.2742388, 0.312377, 0.02480276, 0.03179187, 0.03630079, 4.677319e-05, 5.020149e-05, 5.056472e-05, 2.908478e-05, 3.47237e-05, 3.703246e-05, 0.0001497331, 0.0001830939, 0.0001850431, 0.001020156, 0.001095801, 0.00120412, 0.07738485, 0.08505016, 0.08553419, 0.3175206, 0.3509926, 0.4217265, 3.84e-09, 0.9598578, 1.032021, 5000, 3880.455, 0.210053, 0.210053, 3825.014, 3880.455, 3999.601, 0.00368363, 6.990087e-11, 1126.76, 1276.254, 1284.044
69, 1126.76, 1275.54, 1284.041, 1221.9, 1276.586, 1284.037, 0.2684656, 0.2737416, 0.3120649, 0.02476037, 0.03178541, 0.03636123, 4.68036e-05, 5.026016e-05, 5.062496e-05, 2.912181e-05, 3.48028e-05, 3.714423e-05, 0.0001499803, 0.0001836413, 0.0001856096, 0.001021534, 0.001098604, 0.001207968, 0.07744664, 0.08517115, 0.08565877, 0.3172257, 0.3511461, 0.4222985, 3.84e-09, 0.9587529, 1.031565, 5000, 3873.371, 0.1987867, 0.1987867, 3817.871, 3873.371, 3992.901, 0.003665467, 6.066937e-11, 1127.891, 1278.58, 1286.437
70, 1127.891, 1277.861, 1286.434, 1223.799, 1278.914, 1286.43, 0.2679643, 0.2732448, 0.3117524, 0.02471795, 0.03177732, 0.03641935, 4.683409e-05, 5.031898e-05, 5.068533e-05, 2.915888e-05, 3.48813e-05, 3.725527e-05, 0.0001502285, 0.0001841909, 0.0001861783, 0.001022952, 0.001101446, 0.001211834, 0.07750863, 0.08529241, 0.08578363, 0.3169479, 0.3513136, 0.4228726, 3.84e-09, 0.957658, 1.03111, 5000, 3866.295, 0.1874497, 0.1874497, 3810.742, 3866.295, 3986.206, 0.003647499, 6.986616e-11, 1129.025, 1280.913, 1288.836
71, 1129.025, 1280.189, 1288.833, 1225.704, 1281.249, 1288.829, 0.2674638, 0.2727487, 0.3114393, 0.0246755, 0.03176764, 0.03647517, 4.686469e-05, 5.037794e-05, 5.074582e-05, 2.9196e-05, 3.495922e-05, 3.73656e-05, 0.0001504778, 0.0001847426, 0.0001867493, 0.001024412, 0.001104327, 0.001215716, 0.07757082, 0.08541392, 0.08590875, 0.3166871, 0.3514946, 0.4234487, 3.84e-09, 0.9565729, 1.030655, 5000, 3859.228, 0.176042, 0.176042, 3803.625, 3859.228, 3979.515, 0.003629763, 7.233317e-11, 1130.164, 1283.252, 1291.242
72, 1130.164, 1282.523, 1291.239, 1227.614, 1283.591, 1291.235, 0.2669642, 0.272253, 0.3111258, 0.02463304, 0.03175639, 0.03652869, 4.689539e-05, 5.043703e-05, 5.080644e-05, 2.923317e-05, 3.503658e-05, 3.747522e-05, 0.0001507281, 0.0001852965, 0.0001873225, 0.001025912, 0.001107245, 0.001219616, 0.07763322, 0.0855357, 0.08603413, 0.3164431, 0.3516888, 0.4240268, 3.84e-09, 0.9554973, 1.0302, 5000, 3852.169, 0.1645636, 0.1645636, 3796.52, 3852.169, 3972.829, 0.003612247, 7.609405e-11, 1131.307, 1285.597, 1293.654
73, 1131.307, 1284.864, 1293.651, 1229.53, 1285.938, 1293.647, 0.2664655, 0.271758, 0.3108118, 0.02459057, 0.03174362, 0.0365799, 4.692618e-05, 5.049626e-05, 5.086723e-05, 2.927039e-05, 3.511338e-05, 3.758413e-05, 0.0001509794, 0.0001858525, 0.0001878979, 0.001027453, 0.001110201, 0.001223533, 0.0776958, 0.08565773, 0.08615976, 0.3162157, 0.351896, 0.4246069, 3.84e-09, 0.9544311, 1.029746, 5000, 3845.119, 0.1530148, 0.1530148, 3789.428, 3845.119, 3966.148, 0.003594918, 3.845298e-11, 1132.454, 1287.948, 1296.073
74, 1132.454, 1287.21, 1296.07, 1231.451, 1288.292, 1296.066, 0.2659677, 0.2712635, 0.3104973, 0.0245481, 0.03172935, 0.03662883, 4.695706e-05, 5.055562e-05, 5.092815e-05, 2.930767e-05, 3.518964e-05, 3.769235e-05, 0.0001512318, 0.0001864106, 0.0001884755, 0.001029035, 0.001113195, 0.001227466, 0.07775858, 0.08578, 0.08628563, 0.3160047, 0.3521157, 0.4251888, 3.84e-09, 0.9533739, 1.029291, 5000, 3838.078, 0.1413956, 0.1413956, 3782.349, 3838.078, 3959.473, 0.003577823, 8.494546e-11, 1133.604, 1290.305, 1298.498
75, 1133.604, 1289.563, 1298.495, 1233.378, 1290.652, 1298.491, 0.2654708, 0.2707696, 0.3101824, 0.02450562, 0.03171363, 0.03667546, 4.698803e-05, 5.06151e-05, 5.09892e-05, 2.934499e-05, 3.526538e-05, 3.779987e-05, 0.0001514852, 0.0001869708, 0.0001890553, 0.001030658, 0.001116225, 0.001231416, 0.07782155, 0.08590251, 0.08641175, 0.3158099, 0.3523477, 0.4257726, 3.84e-09, 0.9523256, 1.028837, 5000, 3831.047, 0.1297061, 0.1297061, 3775.282, 3831.047, 3952.803, 0.003560914, 5.680566e-11, 1134.759, 1292.668, 1300.929
76, 1134.759, 1291.921, 1300.926, 1235.31, 1293.018, 1300.922, 0.2649748, 0.2702763, 0.3098671, 0.02446314, 0.03169649, 0.03671982, 4.70191e-05, 5.06747e-05, 5.105035e-05, 2.938236e-05, 3.534061e-05, 3.790671e-05, 0.0001517396, 0.0001875331, 0.0001896372, 0.001032323, 0.001119292, 0.001235382, 0.07788472, 0.08602525, 0.08653811, 0.3156312, 0.3525918, 0.4263582, 3.84e-09, 0.9512859, 1.028383, 5000, 3824.024, 0.1179463, 0.1179463, 3768.228, 3824.024, 3946.138, 0.00354423, 8.134935e-11, 1135.917, 1295.037, 1303.366
77, 1135.917, 1294.286, 1303.363, 1237.247, 1295.389, 1303.359, 0.2644796, 0.2697837, 0.3095514, 0.02442067, 0.03167796, 0.03676191, 4.705026e-05, 5.073443e-05, 5.111162e-05, 2.941979e-05, 3.541534e-05, 3.801285e-05, 0.000151995, 0.0001880975, 0.0001902213, 0.001034028, 0.001122394, 0.001239364, 0.07794806, 0.08614823, 0.08666469, 0.3154682, 0.3528475, 0.4269455, 3.84e-09, 0.9502547, 1.027929, 5000, 3817.012, 0.1061164, 0.1061164, 3761.187, 3817.012, 3939.48, 0.003527727, 7.815498e-11, 1137.079, 1297.412, 1305.809
78, 1137.079, 1296.656, 1305.806, 1239.19, 1297.767, 1305.802, 0.2639854, 0.2692917, 0.3092352, 0.0243782, 0.03165809, 0.03680174, 4.708151e-05, 5.079426e-05, 5.117299e-05, 2.945727e-05, 3.548958e-05, 3.811833e-05, 0.0001522514, 0.0001886639, 0.0001908075, 0.001035775, 0.001125532, 0.001243363, 0.07801161, 0.08627143, 0.0867915, 0.3153209, 0.3531147, 0.4275345, 3.84e-09, 0.9492317, 1.027475, 5000, 3810.008, 0.09421653, 0.09421653, 3754.158, 3810.008, 3932.829, 0.003511454, 8.854704e-11, 1138.245, 1299.793, 1308.258
79, 1138.245, 1299.032, 1308.255, 1241.137, 1300.15, 1308.251, 0.263492, 0.2688004, 0.3089187, 0.02433575, 0.03163689, 0.03683933, 4.711284e-05, 5.085422e-05, 5.123447e-05, 2.94948e-05, 3.556334e-05, 3.822313e-05, 0.0001525089, 0.0001892323, 0.0001913958, 0.001037563, 0.001128705, 0.001247377, 0.07807532, 0.08639484, 0.08691853, 0.315189, 0.353393, 0.4281251, 3.84e-09, 0.9482167, 1.027021, 5000, 3803.015, 0.08224668, 0.08224668, 3747.142, 3803.015, 3926.184, 0.003495366, 1.9662e-11, 1139.415, 1302.179, 1310.713
80, 1139.415, 1301.413, 1310.71, 1243.09, 1302.539, 1310.706, 0.2629996, 0.2683097, 0.3086018, 0.02429332, 0.03161441, 0.03687468, 4.714427e-05, 5.091428e-05, 5.129605e-05, 2.953239e-05, 3.563664e-05, 3.832726e-05, 0.0001527673, 0.0001898027, 0.0001919862, 0.001039392, 0.001131913, 0.001251407, 0.07813924, 0.08651847, 0.08704577, 0.3150723, 0.3536822, 0.4287174, 3.84e-09, 0.9472096, 1.026567, 5000, 3796.032, 0.070207, 0.070207, 3740.138, 3796.032, 3919.546, 0.003479508, 2.940115e-11, 1140.588, 1304.571, 1313.174
81, 1140.588, 1303.801, 1313.17, 1245.047, 1304.933, 1313.166, 0.262508, 0.2678197, 0.3082846, 0.0242509, 0.03159067, 0.03690781, 4.717577e-05, 5.097445e-05, 5.135777e-05, 2.957003e-05, 3.570949e-05, 3.843073e-05, 0.0001530267, 0.0001903752, 0.0001925786, 0.001041263, 0.001135155, 0.001255453, 0.07820332, 0.08664231, 0.08717322, 0.3149707, 0.353982, 0.4293112, 3.84e-09, 0.9462102, 1.026113, 5000, 3789.06, 0.0580976, 0.0580976, 3733.147, 3789.06, 3912.915, 0.003463835, 9.444166e-11, 1141.766, 1306.968, 1315.64
82, 1141.766, 1306.193, 1315.637, 1247.01, 1307.333, 1315.632, 0.2620173, 0.2673305, 0.3079669, 0.02420851, 0.03156572, 0.03693874, 4.720737e-05, 5.103472e-05, 5.141961e-05, 2.960772e-05, 3.578189e-05, 3.853355e-05, 0.0001532872, 0.0001909496, 0.0001931732, 0.001043174, 0.001138431, 0.001259515, 0.07826759, 0.08676635, 0.08730088, 0.3148839, 0.3542922, 0.4299066, 3.84e-09, 0.9452184, 1.025658, 5000, 3782.098, 0.04591858, 0.04591858, 3726.17, 3782.098, 3906.292, 0.003448405, 8.355122e-11, 1142.946, 1309.371, 1318.112
83, 1142.946, 1308.591, 1318.108, 1248.977, 1309.738, 1318.104, 0.2615276, 0.2668419, 0.307649, 0.02416615, 0.03153958, 0.03696747, 4.723905e-05, 5.109509e-05, 5.148155e-05, 2.964546e-05, 3.585386e-05, 3.863571e-05, 0.0001535485, 0.000191526, 0.0001937698, 0.001045127, 0.001141741, 0.001263592, 0.07833203, 0.08689059, 0.08742873, 0.3148118, 0.3546125, 0.4305034, 3.84e-09, 0.9442339, 1.025203, 5000, 3775.146, 0.03367004, 0.03367004, 3719.205, 3775.146, 3899.677, 0.003433123, 2.17145e-11, 1144.131, 1311.779, 1320.589
84, 1144.131, 1310.995, 1320.586, 1250.949, 1312.149, 1320.581, 0.2610387, 0.2663541, 0.3073307, 0.02412382, 0.03151228, 0.03699404, 4.727082e-05, 5.115556e-05, 5.154358e-05, 2.968326e-05, 3.592541e-05, 3.873724e-05, 0.0001538109, 0.0001921043, 0.0001943684, 0.001047121, 0.001145083, 0.001267684, 0.07839665, 0.08701502, 0.08755678, 0.3147541, 0.3549427, 0.4311017, 3.84e-09, 0.9432565, 1.024748, 5000, 3768.206, 0.0213521, 0.0213521, 3712.253, 3768.206, 3893.069, 0.003418045, 6.225254e-11, 1145.319, 1314.193, 1323.072
85, 1145.319, 1313.404, 1323.068, 1252.926, 1314.565, 1323.064, 0.2605508, 0.2658671, 0.3070122, 0.02408152, 0.03148385, 0.03701844, 4.730266e-05, 5.121612e-05, 5.160571e-05, 2.97211e-05, 3.599655e-05, 3.883812e-05, 0.0001540742, 0.0001926846, 0.000194969, 0.001049156, 0.001148459, 0.001271791, 0.07846144, 0.08713963, 0.08768501, 0.3147107, 0.3552825, 0.4317014, 3.84e-09, 0.9422862, 1.024293, 5000, 3761.277, 0.00896487, 0.00896487, 3705.314, 3761.277, 3886.47, 0.003403085, 9.504031e-11, 1146.511, 1316.611, 1325.56
86, 1146.511, 1315.818, 1325.556, 1254.908, 1316.986, 1325.552, 0.2600638, 0.2653808, 0.3066934, 0.02403925, 0.03145433, 0.03704071, 4.733458e-05, 5.127678e-05, 5.166792e-05, 2.975901e-05, 3.606728e-05, 3.893838e-05, 0.0001543385, 0.0001932668, 0.0001955717, 0.001051232, 0.001151866, 0.001275913, 0.07852639, 0.08726443, 0.08781343, 0.3146814, 0.3556317, 0.4323025, 3.84e-09, 0.9413229, 1.023838, 5000, 3754.359, -0.003491544, -0.003491544, 3698.388, 3754.359, 3879.879, 0.003388254, 5.895862e-11, 1147.706, 1319.035, 1328.053
